Account Number,Account Name,sku,category,quantity,unit price,ext price,date
810026,"Dare, Hegmann and McGlynn",GS-95639,Shoes,20,81.57,1631.40,2014-07-13 04:58:20
710375,Wuckert-Gulgowski,QS-76400,Shirt,12,28.46,341.52,2014-06-24 22:14:53
041711,Koepp-McLaughlin,XX-25746,Belt,12,34.56,414.72,2014-02-02 18:42:41
038032,"Lemke, Kovacek and McClure",GS-95639,Shoes,11,47.38,521.18,2013-10-16 03:56:26
040995,"McLaughlin, McKenzie and Kulas",QS-76400,Shirt,16,93.89,1502.24,2014-09-01 12:28:07
173834,"Grady, Runolfsson and Thompson",ZC-07383,Shirt,14,94.35,1320.90,2014-03-11 12:51:18
668727,Schaden and Sons,AE-95093,Shoes,5,53.37,266.85,2014-06-24 18:18:57
134966,Weimann-Parisian,QS-76400,Shirt,1,44.67,44.67,2014-01-08 17:35:16
269580,Shields-Boyer,ZC-07383,Shirt,10,93.32,933.20,2014-07-01 19:11:24
284662,"Jakubowski, Stark and Glover",LK-02338,Shirt,6,21.05,126.30,2013-11-13 12:02:07
911010,Bernier-Oberbrunner,RU-25060,Shirt,20,90.65,1813.00,2014-03-28 12:24:37
805448,Konopelski-Adams,AE-95093,Shoes,6,19.08,114.48,2014-02-04 15:24:02
930909,"Hilll, Gleichner and Corwin",ZC-07383,Shirt,10,42.40,424.00,2014-04-15 06:48:45
083845,Wisozk-Funk,HX-24728,Belt,6,37.84,227.04,2014-02-26 16:16:12
335539,Price Group,IC-59308,Shoes,14,91.42,1279.88,2014-07-28 10:44:33
306938,D'Amore PLC,ZC-07383,Shirt,20,22.27,445.40,2014-07-23 02:02:40
593296,"Kohler, Schaefer and Schuppe",IC-59308,Shoes,18,92.20,1659.60,2013-12-16 19:55:04
201942,Swaniawski Inc,XX-25746,Belt,13,32.26,419.38,2014-04-04 21:48:24
195565,"Bode, Mohr and Bogan",GS-95639,Shoes,14,31.34,438.76,2014-07-02 11:06:29
706364,Conn-Schumm,ZC-07383,Shirt,20,59.02,1180.40,2014-06-30 23:19:15
040901,"Gislason, Skiles and Auer",QS-76400,Shirt,7,20.47,143.29,2013-10-22 04:06:56
727648,"Bernhard, Muller and Adams",ZC-07383,Shirt,1,69.37,69.37,2014-04-27 17:17:25
451757,"Price, Parker and Funk",AE-95093,Shoes,20,43.64,872.80,2013-10-31 18:13:59
641140,"Reinger, Monahan and Corkery",LK-02338,Shirt,8,34.37,274.96,2014-02-21 18:33:39
616611,Frami and Sons,QS-76400,Shirt,3,93.34,280.02,2014-08-02 21:30:15
588759,"Muller, Simonis and Prosacco",FT-50146,Shirt,3,27.23,81.69,2014-09-01 13:59:23
836156,Ruecker Ltd,QS-76400,Shirt,16,39.38,630.08,2014-02-28 16:36:06
633200,"Denesik, Swift and Howell",QS-76400,Shirt,9,39.70,357.30,2013-11-11 00:39:21
188221,Heidenreich-Nader,QS-76400,Shirt,14,90.33,1264.62,2013-12-22 17:49:39
152173,Grimes-Welch,GS-95639,Shoes,19,98.43,1870.17,2014-03-12 15:20:31
711358,Wilkinson Ltd,FT-50146,Shirt,19,66.15,1256.85,2014-09-08 00:20:55
949740,Feil-Koss,XX-25746,Belt,19,35.26,669.94,2013-10-27 02:38:00
870007,"Gerhold, Denesik and Casper",ZC-07383,Shirt,18,41.53,747.54,2014-09-20 02:42:43
345258,Heaney-Satterfield,XX-25746,Belt,20,71.54,1430.80,2014-07-22 09:21:51
964344,Hamill and Sons,GS-95639,Shoes,1,99.92,99.92,2013-12-28 15:38:36
076895,Bartell-Boehm,ZC-07383,Shirt,7,66.62,466.34,2013-12-30 06:14:22
374609,"Homenick, Roob and Beatty",GS-95639,Shoes,19,29.26,555.94,2014-05-27 04:25:31
152173,Grimes-Welch,AE-95093,Shoes,3,48.00,144.00,2014-06-26 12:58:58
083402,Boehm-Beier,IC-59308,Shoes,5,59.37,296.85,2014-01-29 18:17:52
406858,Sawayn-Harris,ZC-07383,Shirt,12,37.54,450.48,2014-06-29 01:11:00
269626,"Nicolas, Buckridge and Rowe",AE-95093,Shoes,7,14.06,98.42,2014-09-08 12:32:12
482364,Armstrong-Williamson,XX-25746,Belt,19,78.73,1495.87,2014-09-08 02:19:55
343481,Mills Inc,QS-76400,Shirt,3,18.34,55.02,2014-08-16 10:08:07
957468,Gaylord-Hahn,QS-76400,Shirt,7,29.24,204.68,2014-08-01 19:45:15
168893,"Stoltenberg, Berge and Roberts",AE-95093,Shoes,8,78.29,626.32,2014-08-08 15:19:15
899300,Langworth-Skiles,QS-76400,Shirt,7,57.58,403.06,2013-12-11 06:12:17
801451,"Treutel, Muller and O'Kon",XX-25746,Belt,17,89.02,1513.34,2014-05-10 05:49:24
423670,Schulist-Spencer,LK-02338,Shirt,3,41.40,124.20,2014-01-18 03:19:31
210440,Reynolds Inc,FT-50146,Shirt,4,43.75,175.00,2013-10-20 07:01:03
169658,Mitchell PLC,RU-25060,Shirt,17,64.55,1097.35,2014-08-01 08:56:36
076396,Schneider-O'Reilly,LK-02338,Shirt,13,54.52,708.76,2014-09-03 20:15:17
792333,Conn-McLaughlin,ZC-07383,Shirt,9,34.01,306.09,2014-07-24 02:44:52
106225,Padberg-Borer,IC-59308,Shoes,7,24.57,171.99,2013-11-19 09:27:56
575934,"Collins, Goldner and Reichel",IC-59308,Shoes,3,24.13,72.39,2014-04-08 14:08:27
237796,Hermann-Hoeger,QS-76400,Shirt,3,66.96,200.88,2014-07-22 02:41:19
178061,"Howe, Schneider and Herzog",LK-02338,Shirt,14,63.77,892.78,2013-11-29 05:41:41
215844,Simonis-Cummings,QS-76400,Shirt,5,24.97,124.85,2014-08-15 13:32:45
653523,Braun LLC,XX-25746,Belt,16,20.71,331.36,2013-10-21 21:41:46
351680,"Sanford, Mitchell and Nienow",ZC-07383,Shirt,10,61.83,618.30,2014-05-16 09:33:36
006782,Bechtelar-Johnston,AE-95093,Shoes,12,48.24,578.88,2014-05-27 04:36:14
272517,"Davis, Heaney and Johns",RU-25060,Shirt,12,27.96,335.52,2014-03-17 02:46:33
608313,Maggio Inc,IC-59308,Shoes,4,95.87,383.48,2014-09-18 00:27:43
633249,"Willms, Osinski and Reinger",QS-76400,Shirt,15,92.01,1380.15,2013-12-07 04:56:26
405492,"Langosh, Schamberger and Grimes",AE-95093,Shoes,14,14.58,204.12,2014-02-12 10:35:19
860172,Abshire LLC,RU-25060,Shirt,18,40.01,720.18,2013-12-25 01:45:45
631062,Cormier Inc,ZC-07383,Shirt,10,17.43,174.30,2014-03-03 03:33:15
277918,"Gerhold, Wisoky and Streich",GS-95639,Shoes,7,90.67,634.69,2014-06-14 11:17:23
575934,"Collins, Goldner and Reichel",ZC-07383,Shirt,12,63.77,765.24,2014-06-03 01:27:19
112088,Schoen-Sawayn,AE-95093,Shoes,18,24.72,444.96,2014-04-23 02:41:03
334055,Herman Ltd,XX-25746,Belt,10,79.20,792.00,2014-04-09 09:56:44
041711,Koepp-McLaughlin,AE-95093,Shoes,4,31.46,125.84,2014-03-24 01:10:50
556347,"O'Connell, Huel and Kunde",HX-24728,Belt,3,11.65,34.95,2014-07-15 07:40:03
617015,Beatty-Dickinson,IC-59308,Shoes,1,36.55,36.55,2014-07-20 19:30:11
076396,Schneider-O'Reilly,GS-95639,Shoes,1,55.85,55.85,2014-06-22 03:06:04
582127,Mann-Schmitt,XX-25746,Belt,6,90.16,540.96,2013-11-01 20:04:24
824657,"Ortiz, Rosenbaum and Keeling",QS-76400,Shirt,18,97.45,1754.10,2013-11-21 08:08:36
031937,Orn-Pfannerstill,AE-95093,Shoes,10,99.83,998.30,2014-09-15 01:28:31
369482,"Osinski, Gutmann and Marvin",QS-76400,Shirt,8,94.69,757.52,2014-01-02 10:42:44
054152,Cummerata Ltd,GS-95639,Shoes,6,45.64,273.84,2013-12-22 02:07:55
654796,Heaney Group,GS-95639,Shoes,2,92.63,185.26,2014-03-08 19:34:49
718800,Jacobs-Howell,RU-25060,Shirt,17,91.20,1550.40,2014-08-04 15:49:37
237796,Hermann-Hoeger,RU-25060,Shirt,17,93.87,1595.79,2014-04-20 07:18:38
642128,"Pfannerstill, Jacobs and Zemlak",IC-59308,Shoes,15,44.15,662.25,2014-03-14 00:33:29
625319,"Wiegand, Kemmer and Kling",XX-25746,Belt,19,77.80,1478.20,2014-07-13 08:51:33
151344,Marks PLC,ZC-07383,Shirt,16,28.54,456.64,2013-12-24 01:36:55
420556,Beer-Schaden,ZC-07383,Shirt,3,41.13,123.39,2014-01-13 02:50:27
568065,Corkery PLC,QS-76400,Shirt,7,14.53,101.71,2013-12-30 03:27:13
345258,Heaney-Satterfield,LK-02338,Shirt,16,76.03,1216.48,2014-07-13 00:28:42
678977,Klocko Group,LK-02338,Shirt,7,51.09,357.63,2014-01-30 06:00:28
154512,Sauer Group,ZC-07383,Shirt,10,53.88,538.80,2014-09-24 00:07:26
735493,"Strosin, Nader and Zulauf",QS-76400,Shirt,8,78.09,624.72,2014-03-13 12:24:51
757632,Breitenberg-Harvey,FT-50146,Shirt,5,91.96,459.80,2014-06-14 15:55:24
040033,"Schamberger, Hudson and Kuhic",AE-95093,Shoes,14,47.47,664.58,2014-07-15 11:18:50
280369,Hoppe PLC,RU-25060,Shirt,3,91.92,275.76,2014-08-25 00:46:11
486457,Balistreri-Jewess,LK-02338,Shirt,15,11.51,172.65,2014-02-17 19:35:47
756387,Walsh and Sons,IC-59308,Shoes,19,91.13,1731.47,2014-03-28 14:55:39
089202,"Wyman, Collier and Kuhlman",QS-76400,Shirt,1,97.87,97.87,2013-12-21 20:59:12
598556,Farrell-Bergnaum,FT-50146,Shirt,4,67.63,270.52,2014-04-05 15:08:42
019989,"Sanford, Jakubowski and Haag",LK-02338,Shirt,12,28.55,342.60,2014-03-06 05:15:51
743807,White-Purdy,QS-76400,Shirt,6,69.75,418.50,2013-11-25 03:23:38
845182,"Hudson, O'Reilly and Murphy",HX-24728,Belt,15,84.40,1266.00,2013-11-02 14:10:06
916492,Kohler Ltd,HX-24728,Belt,13,97.65,1269.45,2014-04-06 07:16:11
995788,Feil and Sons,FT-50146,Shirt,20,66.51,1330.20,2014-06-08 01:33:20
876804,"Bashirian, Dare and Kutch",QS-76400,Shirt,9,67.34,606.06,2014-07-30 18:00:37
991343,Brekke PLC,HX-24728,Belt,17,85.49,1453.33,2014-09-16 06:51:29
947492,Ryan LLC,IC-59308,Shoes,7,14.00,98.00,2014-04-03 00:49:13
172655,Heidenreich-VonRueden,RU-25060,Shirt,5,32.06,160.30,2014-09-17 14:56:17
846832,Baumbach Group,XX-25746,Belt,2,23.13,46.26,2013-12-13 10:39:03
140793,Kulas-Olson,HX-24728,Belt,9,22.50,202.50,2013-10-30 06:48:34
306938,D'Amore PLC,IC-59308,Shoes,16,63.77,1020.32,2014-08-26 05:33:31
671008,Tillman-Schowalter,AE-95093,Shoes,11,39.14,430.54,2014-09-04 23:18:58
995224,Macejkovic Inc,XX-25746,Belt,1,60.28,60.28,2014-08-22 00:32:52
481960,Rodriguez-Nikolaus,AE-95093,Shoes,19,46.20,877.80,2014-04-16 00:45:07
928796,Ondricka-Blanda,FT-50146,Shirt,14,88.23,1235.22,2013-10-08 11:10:38
799020,Heller Ltd,RU-25060,Shirt,3,91.00,273.00,2013-11-01 22:46:32
480628,Daugherty-Olson,QS-76400,Shirt,1,37.16,37.16,2014-02-10 19:53:38
346709,Cole Inc,HX-24728,Belt,16,55.41,886.56,2014-08-29 14:50:47
290386,Kreiger-O'Connell,FT-50146,Shirt,12,81.12,973.44,2014-08-16 03:44:33
829783,Hyatt-Rohan,HX-24728,Belt,7,79.90,559.30,2014-04-12 11:56:18
958246,Corkery-Armstrong,IC-59308,Shoes,18,59.77,1075.86,2014-04-15 02:28:19
330111,Harber Ltd,HX-24728,Belt,15,81.60,1224.00,2013-11-10 12:53:45
882228,Hegmann-Block,LK-02338,Shirt,2,31.52,63.04,2014-09-06 08:42:16
744435,"Marvin, Schroeder and Herman",GS-95639,Shoes,19,99.87,1897.53,2014-01-18 03:59:53
065514,Dicki Ltd,GS-95639,Shoes,3,17.84,53.52,2014-05-06 00:09:19
480753,Stamm-Kuphal,QS-76400,Shirt,16,78.38,1254.08,2014-08-12 14:33:50
599266,Lubowitz-Ziemann,XX-25746,Belt,11,41.59,457.49,2014-08-21 06:16:00
779536,Champlin-Hodkiewicz,IC-59308,Shoes,2,28.06,56.12,2014-07-19 10:30:47
040120,Borer-Bernier,FT-50146,Shirt,20,44.41,888.20,2014-08-22 22:53:04
893804,"Wilkinson, Spinka and Block",FT-50146,Shirt,14,54.56,763.84,2014-04-24 22:56:25
605258,O'Reilly-Ullrich,RU-25060,Shirt,16,20.39,326.24,2014-08-15 15:53:03
145616,"Wiza, Nolan and Johns",XX-25746,Belt,9,51.92,467.28,2014-01-28 15:44:43
989350,Lang Ltd,AE-95093,Shoes,9,56.88,511.92,2013-11-29 03:29:56
041295,Gulgowski-Luettgen,RU-25060,Shirt,11,36.65,403.15,2013-12-05 20:13:34
334055,Herman Ltd,AE-95093,Shoes,15,56.57,848.55,2013-11-28 05:15:19
318113,"Fritsch, Koelpin and Larkin",IC-59308,Shoes,20,20.58,411.60,2013-11-21 03:13:13
558485,Labadie-Zemlak,GS-95639,Shoes,9,30.65,275.85,2014-09-11 11:51:54
721900,"Rolfson, Lesch and Pacocha",FT-50146,Shirt,16,69.42,1110.72,2014-01-13 17:37:30
271825,Dibbert Inc,ZC-07383,Shirt,11,79.42,873.62,2014-02-20 14:56:11
896778,Kuvalis-Harvey,HX-24728,Belt,3,69.58,208.74,2014-06-05 14:29:25
566220,Collier Group,ZC-07383,Shirt,16,49.27,788.32,2014-06-18 11:32:15
315574,Schultz and Sons,RU-25060,Shirt,16,36.89,590.24,2014-07-12 15:39:23
040901,"Gislason, Skiles and Auer",IC-59308,Shoes,10,50.71,507.10,2014-02-06 04:42:38
532928,"Wilderman, Schmeler and Ratke",LK-02338,Shirt,13,41.74,542.62,2014-07-16 04:42:11
029068,Brekke and Sons,FT-50146,Shirt,2,46.48,92.96,2014-08-10 16:20:32
077116,Lang-Wunsch,IC-59308,Shoes,19,29.25,555.75,2013-11-20 13:32:45
023749,Bogisich and Sons,IC-59308,Shoes,18,54.79,986.22,2014-03-10 08:11:59
172519,"Kutch, Cormier and Harber",RU-25060,Shirt,15,62.53,937.95,2014-04-11 02:50:03
914594,"Roberts, Volkman and Batz",LK-02338,Shirt,11,86.40,950.40,2014-02-14 20:10:42
